movieId,title,genre_combo,genre_count,tmdbId,avg_rating,num_ratings,all_tags,features,poster_url
928,Rebecca (1940),"Drama,Mystery,Romance,Thriller",4,223.0,4.166666666666667,18,Mrs. DeWinter,Drama Mystery Romance Thriller Mrs. DeWinter,https://image.tmdb.org/t/p/w300/1qz3qUOHnVy7dL7M7G8jSErxE4b.jpg
929,Foreign Correspondent (1940),"Drama,Film-Noir,Mystery,Thriller",4,25670.0,3.5,3,Europe journalism war,Drama Film-Noir Mystery Thriller Europe journalism war,https://image.tmdb.org/t/p/w300/n0WX6eIdIliKB66MI2MWZ3wHsoJ.jpg
930,Notorious (1946),"Film-Noir,Romance,Thriller",3,303.0,4.25,20,assassination,Film-Noir Romance Thriller assassination,https://image.tmdb.org/t/p/w300/4RERYb1NIQrJHYY5e8nUlYM7t2z.jpg
931,Spellbound (1945),"Mystery,Romance,Thriller",3,4174.0,3.8333333333333335,9,amnesia,Mystery Romance Thriller amnesia,https://image.tmdb.org/t/p/w300/dPAox7jGScLBvxKLeRptJIBF7v.jpg
934,Father of the Bride (1950),Comedy,1,20758.0,3.25,12,wedding,Comedy wedding,https://image.tmdb.org/t/p/w300/sygyqqXq41SBZiYjY8nuQRAcuUv.jpg
936,Ninotchka (1939),"Comedy,Romance",2,1859.0,4.0,12,Cold War Russia,Comedy Romance Cold War Russia,https://image.tmdb.org/t/p/w300/v4MkgNqZyodYwBDNbZ64MF9tVEL.jpg
938,Gigi (1958),Musical,1,17281.0,3.25,6,prostitution,Musical prostitution,https://image.tmdb.org/t/p/w300/1sF5o9Cs5GMx3cYmXD64WEQBLJn.jpg
940,"Adventures of Robin Hood, The (1938)","Action,Adventure,Romance",3,10907.0,4.0,8,swashbuckler,Action Adventure Romance swashbuckler,https://image.tmdb.org/t/p/w300/4mazyXEMkmLw5h6076yyNSm9uv0.jpg
941,"Mark of Zorro, The (1940)",Adventure,1,32093.0,3.75,2,swashbuckler,Adventure swashbuckler,https://image.tmdb.org/t/p/w300/bJDonmAPnDV8jDv9jLlsejAdAoL.jpg
943,"Ghost and Mrs. Muir, The (1947)","Drama,Fantasy,Romance",3,22292.0,3.9285714285714284,7,ghosts,Drama Fantasy Romance ghosts,https://image.tmdb.org/t/p/w300/idoD3cwfwj86BPvVoWVgWhnT2xq.jpg
944,Lost Horizon (1937),Drama,1,3598.0,4.0,3,Shangri-La,Drama Shangri-La,https://image.tmdb.org/t/p/w300/jCY8uJ80xlO2ApfrsB8s2gzyiBX.jpg
945,Top Hat (1935),"Comedy,Musical,Romance",3,3080.0,4.071428571428571,7,Astaire and Rogers,Comedy Musical Romance Astaire and Rogers,https://image.tmdb.org/t/p/w300/qoPBiN6PBs2NsP7BNOJGCnmwruG.jpg
947,My Man Godfrey (1936),"Comedy,Romance",2,13562.0,3.75,12,butler homeless screwball,Comedy Romance butler homeless screwball,https://image.tmdb.org/t/p/w300/wtfOW7fIxBZWY78rvUoPpWhMSiR.jpg
948,Giant (1956),"Drama,Romance,Western",3,1712.0,3.9166666666666665,6,oil,Drama Romance Western oil,https://image.tmdb.org/t/p/w300/h5RRYPVVuHzd7QOJyP5Dsi8J9XZ.jpg
950,"Thin Man, The (1934)","Comedy,Crime",2,3529.0,3.857142857142857,7,Nick and Nora Charles,Comedy Crime Nick and Nora Charles,https://image.tmdb.org/t/p/w300/6cL89ok9t8xEKboOjOVga2W66jj.jpg
951,His Girl Friday (1940),"Comedy,Romance",2,3085.0,4.392857142857143,14,Screwball,Comedy Romance Screwball,https://image.tmdb.org/t/p/w300/lu86Y9zTPH3neCiUzLzHCEFHf7f.jpg
952,Around the World in 80 Days (1956),"Adventure,Comedy",2,2897.0,3.625,12,race,Adventure Comedy race,https://image.tmdb.org/t/p/w300/kk6Rrwh0toMz9tjuUHdS4O3v2Rk.jpg
953,It's a Wonderful Life (1946),"Children,Drama,Fantasy,Romance",4,1585.0,4.0344827586206895,58,Christmas,Children Drama Fantasy Romance Christmas,https://image.tmdb.org/t/p/w300/bSqt9rhDZx1Q7UZ86dBPKdNomp2.jpg
954,Mr. Smith Goes to Washington (1939),Drama,1,3083.0,4.083333333333333,18,Politics,Drama Politics,https://image.tmdb.org/t/p/w300/nDjg1fbNyq15excNDl3acd2IqAk.jpg
955,Bringing Up Baby (1938),"Comedy,Romance",2,900.0,3.861111111111111,36,leopard screwball,Comedy Romance leopard screwball,https://image.tmdb.org/t/p/w300/vTNNOtemaYmtx3k2NpsLMRJKEwZ.jpg
956,Penny Serenade (1941),"Drama,Romance",2,43795.0,4.0,1,adoption,Drama Romance adoption,https://image.tmdb.org/t/p/w300/7MC1fE5FSEIP9xf0N2VD68zRKv2.jpg
965,"39 Steps, The (1935)","Drama,Mystery,Thriller",3,260.0,4.045454545454546,11,fugitive,Drama Mystery Thriller fugitive,https://image.tmdb.org/t/p/w300/oC81jK6aAug4MA0xzYVngHmjsZS.jpg
968,Night of the Living Dead (1968),"Horror,Sci-Fi,Thriller",3,10331.0,3.75,28,zombies,Horror Sci-Fi Thriller zombies,https://image.tmdb.org/t/p/w300/rb2NWyb008u1EcKCOyXs2Nmj0ra.jpg
969,"African Queen, The (1951)","Adventure,Comedy,Romance,War",4,488.0,3.9705882352941178,34,missionary,Adventure Comedy Romance War missionary,https://image.tmdb.org/t/p/w300/2Ypg0KhQfFYWILelvHGtSHHR0dk.jpg
970,Beat the Devil (1953),"Adventure,Comedy,Crime,Drama,Romance",5,22733.0,3.5,1,crime,Adventure Comedy Crime Drama Romance crime,https://image.tmdb.org/t/p/w300/yBg55pY6WYPqzZuQ1rJ4Cjj5nOG.jpg
971,Cat on a Hot Tin Roof (1958),Drama,1,261.0,4.1,10,Tennessee Williams,Drama Tennessee Williams,https://image.tmdb.org/t/p/w300/5djZZECgqDGuSI1INmrdAcGRBb0.jpg
973,Meet John Doe (1941),"Comedy,Drama",2,32574.0,3.9,5,journalism,Comedy Drama journalism,https://image.tmdb.org/t/p/w300/dnBZbFE2OGlTGNGBVTn6t83tJtd.jpg
976,"Farewell to Arms, A (1932)","Romance,War",2,22649.0,3.0,1,Hemingway,Romance War Hemingway,https://image.tmdb.org/t/p/w300/eNmPByGZJqlp60nCZRhsAlVAb3F.jpg
986,Fly Away Home (1996),"Adventure,Children",2,11076.0,3.5384615384615383,13,Animal movie,Adventure Children Animal movie,https://image.tmdb.org/t/p/w300/obcQJkZB2OsRxd5GWIcQ5Qjv4YW.jpg
991,Michael Collins (1996),Drama,1,1770.0,3.3181818181818183,11,Ireland,Drama Ireland,https://image.tmdb.org/t/p/w300/brIBbU6t9glEGAKRTJ4PMj9OiDC.jpg
994,Big Night (1996),"Comedy,Drama",2,18203.0,4.181818181818182,11,food,Comedy Drama food,https://image.tmdb.org/t/p/w300/8AJGSDyrj3Dz2B57n1ZB4qNPbmJ.jpg
1006,"Chamber, The (1996)",Drama,1,6346.0,3.5,10,death penalty John Grisham,Drama death penalty John Grisham,https://image.tmdb.org/t/p/w300/dHwB9Fn2uBEkxkMZZxWpxMGrhL3.jpg
1010,"Love Bug, The (1969)","Children,Comedy",2,14136.0,3.0555555555555554,18,Disney race,Children Comedy Disney race,https://image.tmdb.org/t/p/w300/9Lc1efdYZUZia2zsRWcUkiD1KdN.jpg
1013,"Parent Trap, The (1961)","Children,Comedy,Romance",3,19186.0,3.2083333333333335,12,twins,Children Comedy Romance twins,https://image.tmdb.org/t/p/w300/jaZFWy6ZAvQoMW2mo9xP5gx4URo.jpg
1022,Cinderella (1950),"Animation,Children,Fantasy,Musical,Romance",5,11224.0,3.488095238095238,42,Disney,Animation Children Fantasy Musical Romance Disney,https://image.tmdb.org/t/p/w300/ug3ndicuPM1V07vhVFGLMsd4AZl.jpg
1025,"Sword in the Stone, The (1963)","Animation,Children,Fantasy,Musical",4,9078.0,3.58,50,Disney King Arthur,Animation Children Fantasy Musical Disney King Arthur,https://image.tmdb.org/t/p/w300/7lyeeuhGAJSNXYEW34S8mJ1bwI8.jpg
1028,Mary Poppins (1964),"Children,Comedy,Fantasy,Musical",4,433.0,3.887323943661972,142,Disney nanny,Children Comedy Fantasy Musical Disney nanny,https://image.tmdb.org/t/p/w300/pHyWpWn2pRIfhS3Arcn4SKtKKW4.jpg
1029,Dumbo (1941),"Animation,Children,Drama,Musical",4,11360.0,3.3857142857142857,35,Disney,Animation Children Drama Musical Disney,https://image.tmdb.org/t/p/w300/4x9FmvdJ464Fg7A9XcbYSmxfVw3.jpg
1030,Pete's Dragon (1977),"Adventure,Animation,Children,Musical",4,11114.0,2.7666666666666666,15,Disney,Adventure Animation Children Musical Disney,https://image.tmdb.org/t/p/w300/noShGNQKAgMqNanJL5EiZlf6LCp.jpg
1032,Alice in Wonderland (1951),"Adventure,Animation,Children,Fantasy,Musical",5,12092.0,3.375,40,Disney,Adventure Animation Children Fantasy Musical Disney,https://image.tmdb.org/t/p/w300/20cvfwfaFqNbe9Fc3VEHJuPRxmn.jpg
1033,"Fox and the Hound, The (1981)","Animation,Children,Drama",3,10948.0,3.575,20,Disney,Animation Children Drama Disney,https://image.tmdb.org/t/p/w300/aC3k6XBaYnulGSkK8263ABjU3Md.jpg
1035,"Sound of Music, The (1965)","Musical,Romance",2,15121.0,3.9375,64,Rogers and Hammerstein,Musical Romance Rogers and Hammerstein,https://image.tmdb.org/t/p/w300/c6CrUZypAsBCaRWX0M3RVRDbhNS.jpg
1041,Secrets & Lies (1996),Drama,1,11159.0,4.590909090909091,11,In Netflix queue,Drama In Netflix queue,https://image.tmdb.org/t/p/w300/zQBuRQ3hrLhkEsXcxteUxuxLrvs.jpg
1042,That Thing You Do! (1996),"Comedy,Drama",2,9591.0,3.2738095238095237,42,Music,Comedy Drama Music,https://image.tmdb.org/t/p/w300/9RmZu33qHdyZFGLfhEOmkTjdNEu.jpg
1059,William Shakespeare's Romeo + Juliet (1996),"Drama,Romance",2,454.0,3.7222222222222223,180,Amazing Cinematography Leonardo DiCaprio shakespeare updated classics Shakespeare,Drama Romance Amazing Cinematography Leonardo DiCaprio shakespeare updated classics Shakespeare,https://image.tmdb.org/t/p/w300/eLf4jclPijOqfEp6bDAmezRFxk5.jpg
1066,Shall We Dance (1937),"Comedy,Musical,Romance",3,31530.0,4.5,4,Astaire and Rogers,Comedy Musical Romance Astaire and Rogers,https://image.tmdb.org/t/p/w300/6anwn2NxTw7NwVEEU4qhVwN3Exi.jpg
1068,Crossfire (1947),"Crime,Film-Noir",2,28120.0,3.5,1,anti-Semitism,Crime Film-Noir anti-Semitism,https://image.tmdb.org/t/p/w300/s3EFBiCsc4Ckc1tntoHAEnhZtSO.jpg
1079,"Fish Called Wanda, A (1988)","Comedy,Crime",2,623.0,3.9225352112676055,71,fish,Comedy Crime fish,https://image.tmdb.org/t/p/w300/hkSGFNVfEEUXFCxRZDITFHVhUlu.jpg
1080,Monty Python's Life of Brian (1979),Comedy,1,583.0,3.9269662921348316,267,Bible parody religion,Comedy Bible parody religion,https://image.tmdb.org/t/p/w300/lSSA64WF0M0BXnjwr2quMh6shCl.jpg
1081,Victor/Victoria (1982),"Comedy,Musical,Romance",3,12614.0,3.5416666666666665,12,cross dressing,Comedy Musical Romance cross dressing,https://image.tmdb.org/t/p/w300/mCjXcPRM3Rc7gOCGeVrBdPvF2bk.jpg
1082,"Candidate, The (1972)",Drama,1,21711.0,3.5833333333333335,6,politics,Drama politics,https://image.tmdb.org/t/p/w300/6zcDSOe1akUXsc2Q1APfchKcVaI.jpg
1084,Bonnie and Clyde (1967),"Crime,Drama",2,475.0,4.071428571428571,70,1920s gangsters,Crime Drama 1920s gangsters,https://image.tmdb.org/t/p/w300/psITX0BMm6BTKMZZjpcXO93yjbb.jpg
1088,Dirty Dancing (1987),"Drama,Musical,Romance",3,88.0,3.369047619047619,84,dance music,Drama Musical Romance dance music,https://image.tmdb.org/t/p/w300/9Jw6jys7q9gjzVX5zm1z0gC8gY9.jpg
1089,Reservoir Dogs (1992),"Crime,Mystery,Thriller",3,500.0,4.202290076335878,1441,ensemble cast nonlinear Quentin Tarantino stylized heist violence humorous neo-noir religion Tarantino,Crime Mystery Thriller ensemble cast nonlinear Quentin Tarantino stylized heist violence humorous neo-noir religion Tarantino,https://image.tmdb.org/t/p/w300/xi8Iu6qyTfyZVDVy60raIOYJJmk.jpg
1090,Platoon (1986),"Drama,War",2,792.0,3.984126984126984,63,Vietnam,Drama War Vietnam,https://image.tmdb.org/t/p/w300/m3mmFkPQKvPZq5exmh0bDuXlD9T.jpg
1093,"Doors, The (1991)",Drama,1,10537.0,3.4054054054054053,111,1960s Jim Morrison music,Drama 1960s Jim Morrison music,https://image.tmdb.org/t/p/w300/x1LM3dzGuG6xOz0aT2e71o11vhu.jpg
1096,Sophie's Choice (1982),Drama,1,15764.0,4.05,10,Holocaust,Drama Holocaust,https://image.tmdb.org/t/p/w300/rZDPbPTFwuKgr5b9jixGFNYkGYt.jpg
1097,E.T. the Extra-Terrestrial (1982),"Children,Drama,Sci-Fi",3,601.0,3.7663934426229506,122,aliens,Children Drama Sci-Fi aliens,https://image.tmdb.org/t/p/w300/an0nD6uq6byfxXCfk6lQBzdL2J1.jpg
1101,Top Gun (1986),"Action,Romance",2,744.0,3.3012048192771086,166,predictable Navy,Action Romance predictable Navy,https://image.tmdb.org/t/p/w300/xUuHj3CgmZQ9P2cMaqQs4J0d4Zc.jpg
1103,Rebel Without a Cause (1955),Drama,1,221.0,4.1,30,1950s adolescence,Drama 1950s adolescence,https://image.tmdb.org/t/p/w300/yHStsC8rRRfIjqRN38BQsLh6S7k.jpg
1104,"Streetcar Named Desire, A (1951)",Drama,1,702.0,4.475,20,Tennessee Williams,Drama Tennessee Williams,https://image.tmdb.org/t/p/w300/aicdlO5vt7z2ARm279eGzJeYCLQ.jpg
1120,"People vs. Larry Flynt, The (1996)","Comedy,Drama",2,1630.0,3.537037037037037,27,freedom of expression,Comedy Drama freedom of expression,https://image.tmdb.org/t/p/w300/sAgHn7ys6TiVXBDTZ0UBEjinIUk.jpg
1124,On Golden Pond (1981),Drama,1,11816.0,3.6538461538461537,13,aging,Drama aging,https://image.tmdb.org/t/p/w300/ic4f03J6pnf9cpQmVDABFhUpbCU.jpg
1125,"Return of the Pink Panther, The (1975)","Comedy,Crime",2,11843.0,3.6875,24,Clousseau,Comedy Crime Clousseau,https://image.tmdb.org/t/p/w300/vMyjHGfCT89RpwLeN7ofmfgDru7.jpg
1135,Private Benjamin (1980),Comedy,1,10765.0,3.1153846153846154,13,military,Comedy military,https://image.tmdb.org/t/p/w300/maIiPNXddZXKHQCi0HyULd5kces.jpg
1136,Monty Python and the Holy Grail (1975),"Adventure,Comedy,Fantasy",3,762.0,4.161764705882353,544,british comedy Monty Python England King Arthur,Adventure Comedy Fantasy british comedy Monty Python England King Arthur,https://image.tmdb.org/t/p/w300/h3rksLHevpCbHfSoaUXm85nt2CH.jpg
1147,When We Were Kings (1996),Documentary,1,10548.0,3.9,20,boxing In Netflix queue,Documentary boxing In Netflix queue,https://image.tmdb.org/t/p/w300/yBkZK1JZOOJ3q5Jj1H9UP9T8YuV.jpg
1148,Wallace & Gromit: The Wrong Trousers (1993),"Animation,Children,Comedy,Crime",4,531.0,4.035714285714286,56,Aardman,Animation Children Comedy Crime Aardman,https://image.tmdb.org/t/p/w300/mV8SDTjkxrDxu0a0egvFz1lRPU7.jpg
1171,Bob Roberts (1992),Comedy,1,10608.0,3.3529411764705883,17,politics,Comedy politics,https://image.tmdb.org/t/p/w300/j4PokuSIrmbN5oCR54D8kiI0U6a.jpg
1177,Enchanted April (1992),"Drama,Romance",2,26561.0,4.0,6,Italy,Drama Romance Italy,https://image.tmdb.org/t/p/w300/b4Jrg23Q3y7p8GS7aMnPdFiEcnP.jpg
1178,Paths of Glory (1957),"Drama,War",2,975.0,4.541666666666667,24,court military,Drama War court military,https://image.tmdb.org/t/p/w300/p7OHwomA8UOhe3EhckF2IetBTh9.jpg
1179,"Grifters, The (1990)","Crime,Drama,Film-Noir",3,18129.0,3.6296296296296298,27,crime,Crime Drama Film-Noir crime,https://image.tmdb.org/t/p/w300/zMpGfkiDIdg5bB7WGcAT3Fdrfpt.jpg
1183,"English Patient, The (1996)","Drama,Romance,War",3,409.0,3.7111111111111112,45,adultery,Drama Romance War adultery,https://image.tmdb.org/t/p/w300/8eHHqMg8qEYtVw8LQLygsHXSR2q.jpg
1185,My Left Foot (1989),Drama,1,10161.0,3.95,10,In Netflix queue,Drama In Netflix queue,https://image.tmdb.org/t/p/w300/zk9AMxji8j32UoCgLVZ6omDRekU.jpg
1187,Passion Fish (1992),Drama,1,41768.0,3.6,5,disability,Drama disability,https://image.tmdb.org/t/p/w300/g60GELLr2oGnlJX5Yidkl9ufFYv.jpg
1188,Strictly Ballroom (1992),"Comedy,Romance",2,10409.0,3.659090909090909,44,Australia dance,Comedy Romance Australia dance,https://image.tmdb.org/t/p/w300/f6vs4DQGuNpLuA5Z7k69uuKpbVG.jpg
1189,"Thin Blue Line, The (1988)",Documentary,1,14285.0,4.0,22,In Netflix queue police,Documentary In Netflix queue police,https://image.tmdb.org/t/p/w300/4w4BJk3l8y9gYwPPLRs6uPHOmGL.jpg
1193,One Flew Over the Cuckoo's Nest (1975),Drama,1,510.0,4.203007518796992,399,emotional jack nicholson mental illness,Drama emotional jack nicholson mental illness,https://image.tmdb.org/t/p/w300/kjWsMh72V6d8KRLV4EOoSJLT1H7.jpg
1196,Star Wars: Episode V - The Empire Strikes Back (1980),"Action,Adventure,Sci-Fi",3,1891.0,4.2156398104265405,2110,I am your father space space opera classic George Lucas Harrison Ford music original plot sci-fi sequel,Action Adventure Sci-Fi I am your father space space opera classic George Lucas Harrison Ford music original plot sci-fi sequel,https://image.tmdb.org/t/p/w300/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg
1197,"Princess Bride, The (1987)","Action,Adventure,Comedy,Fantasy,Romance",5,2493.0,4.232394366197183,284,Inigo Montoya six-fingered man,Action Adventure Comedy Fantasy Romance Inigo Montoya six-fingered man,https://image.tmdb.org/t/p/w300/2FC9L9MrjBoGHYjYZjdWQdopVYb.jpg
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),"Action,Adventure",2,85.0,4.2075,1600,adventure archaeology indiana jones Steven Spielberg treasure hunt ark of the covenant,Action Adventure adventure archaeology indiana jones Steven Spielberg treasure hunt ark of the covenant,https://image.tmdb.org/t/p/w300/ceG9VzoRAVGwivFU403Wc3AHRys.jpg
1200,Aliens (1986),"Action,Adventure,Horror,Sci-Fi",4,679.0,3.9642857142857144,1134,action aliens horror sci-fi space space craft SPACE TRAVEL suspense,Action Adventure Horror Sci-Fi action aliens horror sci-fi space space craft SPACE TRAVEL suspense,https://image.tmdb.org/t/p/w300/r1x5JGpyqZU8PYhbs4UcrO1Xb6x.jpg
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)","Action,Adventure,Western",3,429.0,4.145833333333333,72,spaghetti western,Action Adventure Western spaghetti western,https://image.tmdb.org/t/p/w300/bX2xnavhMYjWDoZp1VM6VnU1xwe.jpg
1203,12 Angry Men (1957),Drama,1,389.0,4.149122807017544,513,court claustrophobic confrontational earnest good dialogue great screenplay gritty Motivational thought-provoking,Drama court claustrophobic confrontational earnest good dialogue great screenplay gritty Motivational thought-provoking,https://image.tmdb.org/t/p/w300/zhG3vKWyDRaZYoaww1UVAi29T9h.jpg
1204,Lawrence of Arabia (1962),"Adventure,Drama,War",3,947.0,4.3,45,Middle East,Adventure Drama War Middle East,https://image.tmdb.org/t/p/w300/AiAm0EtDvyGqNpVoieRw4u65vD1.jpg
1206,"Clockwork Orange, A (1971)","Crime,Drama,Sci-Fi,Thriller",4,185.0,3.995833333333333,120,brainwashing,Crime Drama Sci-Fi Thriller brainwashing,https://image.tmdb.org/t/p/w300/4sHeTAp65WrSSuc05nRBKddhBxO.jpg
1207,To Kill a Mockingbird (1962),Drama,1,595.0,4.120689655172414,116,Harper Lee racism,Drama Harper Lee racism,https://image.tmdb.org/t/p/w300/gZycFUMLx2110dzK3nBNai7gfpM.jpg
1208,Apocalypse Now (1979),"Action,Drama,War",3,28.0,4.219626168224299,107,Vietnam,Action Drama War Vietnam,https://image.tmdb.org/t/p/w300/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg
1209,Once Upon a Time in the West (C'era una volta il West) (1968),"Action,Drama,Western",3,335.0,4.305555555555555,18,spaghetti western,Action Drama Western spaghetti western,https://image.tmdb.org/t/p/w300/qbYgqOczabWNn2XKwgMtVrntD6P.jpg
1210,Star Wars: Episode VI - Return of the Jedi (1983),"Action,Adventure,Sci-Fi",3,1892.0,4.137755102040816,588,darth vader luke skywalker space opera,Action Adventure Sci-Fi darth vader luke skywalker space opera,https://image.tmdb.org/t/p/w300/jQYlydvHm3kUix1f8prMucrplhm.jpg
1212,"Third Man, The (1949)","Film-Noir,Mystery,Thriller",3,1092.0,4.229166666666667,72,ferris wheel Venice zither,Film-Noir Mystery Thriller ferris wheel Venice zither,https://image.tmdb.org/t/p/w300/rO2Fq0AZZx9obs52KJdx4mRE8p5.jpg
1213,Goodfellas (1990),"Crime,Drama",2,769.0,4.25,126,Mafia,Crime Drama Mafia,https://image.tmdb.org/t/p/w300/9OkCLM73MIU2CrKZbqiT8Ln1wY2.jpg
1214,Alien (1979),"Horror,Sci-Fi",2,348.0,3.969178082191781,146,aliens,Horror Sci-Fi aliens,https://image.tmdb.org/t/p/w300/vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg
1217,Ran (1985),"Drama,War",2,11645.0,4.433333333333334,15,samurai,Drama War samurai,https://image.tmdb.org/t/p/w300/dGgiXMWDcS5aJTBEFu7bmaQPNox.jpg
1219,Psycho (1960),"Crime,Horror",2,539.0,4.036144578313253,747,Alfred Hitchcock psychology suspenseful tense Norman Bates black and white imdb top 250 remade,Crime Horror Alfred Hitchcock psychology suspenseful tense Norman Bates black and white imdb top 250 remade,https://image.tmdb.org/t/p/w300/yz4QVqPx3h1hD1DfqqQkCq3rmxW.jpg
1220,"Blues Brothers, The (1980)","Action,Comedy,Musical",3,525.0,3.8095238095238093,84,Saturday Night Live,Action Comedy Musical Saturday Night Live,https://image.tmdb.org/t/p/w300/rhYJKOt6UrQq7JQgLyQcSWW5R86.jpg
1221,"Godfather: Part II, The (1974)","Crime,Drama",2,240.0,4.25968992248062,387,Al Pacino Mafia,Crime Drama Al Pacino Mafia,https://image.tmdb.org/t/p/w300/hek3koDUyRQk7FIhPXsa6mT2Zc3.jpg
1222,Full Metal Jacket (1987),"Drama,War",2,600.0,4.098039215686274,204,Vietnam anti-war,Drama War Vietnam anti-war,https://image.tmdb.org/t/p/w300/kMKyx1k8hWWscYFnPbnxxN4Eqo4.jpg
1223,"Grand Day Out with Wallace and Gromit, A (1989)","Adventure,Animation,Children,Comedy,Sci-Fi",5,530.0,4.089285714285714,28,moon,Adventure Animation Children Comedy Sci-Fi moon,https://image.tmdb.org/t/p/w300/h5e3r12VwfUotN36fBr1DNeCD4n.jpg
1224,Henry V (1989),"Action,Drama,Romance,War",4,10705.0,4.0,19,Shakespeare,Action Drama Romance War Shakespeare,https://image.tmdb.org/t/p/w300/w9R2HsYNnfF3m9uEo2UAmPNJr8a.jpg
1225,Amadeus (1984),Drama,1,279.0,4.184210526315789,152,Mozart Salieri,Drama Mozart Salieri,https://image.tmdb.org/t/p/w300/gQRfiyfGvr1az0quaYyMram3Aqt.jpg
1228,Raging Bull (1980),Drama,1,1578.0,4.1875,40,boxing,Drama boxing,https://image.tmdb.org/t/p/w300/1WV7WlTS8LI1L5NkCgjWT9GSW3O.jpg
1230,Annie Hall (1977),"Comedy,Romance",2,703.0,3.8706896551724137,58,New York,Comedy Romance New York,https://image.tmdb.org/t/p/w300/dEtjPywhDbAXYjoFfhBC4U9unU7.jpg
1231,"Right Stuff, The (1983)",Drama,1,9549.0,3.8636363636363638,44,NASA space,Drama NASA space,https://image.tmdb.org/t/p/w300/kFR1p46HXJVVMpmOil8bNWnAQ50.jpg
1233,"Boot, Das (Boat, The) (1981)","Action,Drama,War",3,387.0,4.2125,40,submarine,Action Drama War submarine,https://image.tmdb.org/t/p/w300/u8FhQPncOAkwcei2OI9orPWhV6K.jpg
1234,"Sting, The (1973)","Comedy,Crime",2,9277.0,3.9765625,64,The Entertainer,Comedy Crime The Entertainer,https://image.tmdb.org/t/p/w300/ckmYng37zey8INYf6d10cVgIG93.jpg
1235,Harold and Maude (1971),"Comedy,Drama,Romance",3,343.0,4.288461538461538,26,May-December romance,Comedy Drama Romance May-December romance,https://image.tmdb.org/t/p/w300/t7qEuGwDjcYu8ajaKZ68DeDnOxw.jpg
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,1,490.0,4.222222222222222,126,chess death atmospheric cerebral existentialism philosophical reflective,Drama chess death atmospheric cerebral existentialism philosophical reflective,https://image.tmdb.org/t/p/w300/wcZ21zrOsy0b52AfAF50XpTiv75.jpg
1240,"Terminator, The (1984)","Action,Sci-Fi,Thriller",3,218.0,3.8969465648854964,1048,Action artificial intelligence robots Sci-Fi special effects tense time travel,Action Sci-Fi Thriller Action artificial intelligence robots Sci-Fi special effects tense time travel,https://image.tmdb.org/t/p/w300/qvktm0BHcnmDpul4Hz01GIazWPr.jpg
1242,Glory (1989),"Drama,War",2,9665.0,4.170731707317073,41,Civil War,Drama War Civil War,https://image.tmdb.org/t/p/w300/pGDzBjZvzmSCIEduQBfESLMiwtp.jpg
1243,Rosencrantz and Guildenstern Are Dead (1990),"Comedy,Drama",2,18971.0,3.96875,16,Shakespeare sort of,Comedy Drama Shakespeare sort of,https://image.tmdb.org/t/p/w300/6RI9sYpRxIdqlmsF6kBOiF7Bxug.jpg
1244,Manhattan (1979),"Comedy,Drama,Romance",3,696.0,4.106060606060606,33,black and white,Comedy Drama Romance black and white,https://image.tmdb.org/t/p/w300/k4eT3EvfxW1L9Wmt04UqJqCvCR6.jpg
1245,Miller's Crossing (1990),"Crime,Drama,Film-Noir,Thriller",4,379.0,4.225,20,Mafia,Crime Drama Film-Noir Thriller Mafia,https://image.tmdb.org/t/p/w300/i83gYdglRCjCRLSsmCk5nRWRmDM.jpg
1246,Dead Poets Society (1989),Drama,1,207.0,3.9593023255813953,172,highschool High School,Drama highschool High School,https://image.tmdb.org/t/p/w300/erzbMlcNHOdx24AXOcn2ZKA7R1q.jpg
1247,"Graduate, The (1967)","Comedy,Drama,Romance",3,37247.0,4.063291139240507,79,Simon and Garfunkel,Comedy Drama Romance Simon and Garfunkel,https://image.tmdb.org/t/p/w300/z1Z1tZMR66RxcNeHbwoEhYeqOlP.jpg
1249,"Femme Nikita, La (Nikita) (1990)","Action,Crime,Romance,Thriller",4,9322.0,4.071428571428571,35,hit men,Action Crime Romance Thriller hit men,https://image.tmdb.org/t/p/w300/1ulQDewUG4KKHOhpXdGKm3GdLFq.jpg
1250,"Bridge on the River Kwai, The (1957)","Adventure,Drama,War",3,826.0,4.122222222222222,45,POW,Adventure Drama War POW,https://image.tmdb.org/t/p/w300/7paXMt2e3Tr5dLmEZOGgFEn2Vo7.jpg
1252,Chinatown (1974),"Crime,Film-Noir,Mystery,Thriller",4,829.0,4.211864406779661,59,incest,Crime Film-Noir Mystery Thriller incest,https://image.tmdb.org/t/p/w300/kZRSP3FmOcq0xnBulqpUQngJUXY.jpg
1253,"Day the Earth Stood Still, The (1951)","Drama,Sci-Fi,Thriller",3,828.0,3.82,25,aliens,Drama Sci-Fi Thriller aliens,https://image.tmdb.org/t/p/w300/eslDNzf0LF1m9GsgUXlmyfTcC6Y.jpg
